target_participant_id,target_datetime,source_participant_id,source_datetime,weight,interaction_category
Robert,2023-04-28 23:15:21.902,Jayson,2023-05-03 14:40:31.390,0.02896141263794802,response
Matthew,2023-04-30 00:42:55.581,Steve W,2023-04-30 00:44:01.274,0.9994200999743881,response
Matthew,2023-04-30 00:42:55.581,Jayson,2023-04-30 00:44:42.126,0.9990596516075819,response
Matthew,2023-04-30 00:42:55.581,Steve W,2023-04-30 00:56:28.346,0.9928489879323377,response
Matthew,2023-04-30 00:42:55.581,Susan,2023-05-01 14:30:22.860,0.30080427016819195,response
Matthew,2023-04-30 00:42:55.581,Steve W,2023-05-03 13:27:56.446,0.06760751105991547,response
Matthew,2023-04-30 00:42:55.581,Hope R,2023-05-03 13:28:18.819,0.06759415629461946,response
Matthew,2023-04-30 00:42:55.581,Mindy L,2023-05-03 13:31:29.944,0.0674801785066937,response
Matthew,2023-04-30 00:42:55.581,Mary I,2023-05-03 13:31:51.071,0.06746759117914852,response
Matthew,2023-04-30 00:42:55.581,Steve W,2023-05-03 13:43:37.379,0.06704812616808813,response
Matthew,2023-04-30 00:42:55.581,Owen X,2023-05-03 13:46:10.133,0.06695775157300167,response
Matthew,2023-04-30 00:42:55.581,Owen X,2023-05-03 14:39:31.035,0.06509175754229149,response
Matthew,2023-04-30 00:42:55.581,Owen X,2023-05-03 14:39:57.841,0.06507635236853379,response
Matthew,2023-04-30 00:42:55.581,Jayson,2023-05-03 14:40:20.570,0.06506329306736561,response
Matthew,2023-04-30 00:42:55.581,Jayson,2023-05-03 14:40:31.390,0.06505707718850569,response
Matthew,2023-04-30 00:42:55.581,Owen X,2023-05-03 14:40:44.284,0.06504967061260426,response
Steve W,2023-04-30 00:44:01.274,Jayson,2023-04-30 00:44:42.126,0.9996393424878934,response
Steve W,2023-04-30 00:44:01.274,Susan,2023-05-01 14:30:22.860,0.300978807786536,response
Steve W,2023-04-30 00:44:01.274,Hope R,2023-05-03 13:28:18.819,0.06763337689161114,response
Steve W,2023-04-30 00:44:01.274,Mindy L,2023-05-03 13:31:29.944,0.06751933296961209,response
Steve W,2023-04-30 00:44:01.274,Mary I,2023-05-03 13:31:51.071,0.06750673833843997,response
Steve W,2023-04-30 00:44:01.274,Owen X,2023-05-03 13:46:10.133,0.06699660290474205,response
Steve W,2023-04-30 00:44:01.274,Owen X,2023-05-03 14:39:31.035,0.06512952615617758,response
Steve W,2023-04-30 00:44:01.274,Owen X,2023-05-03 14:39:57.841,0.06511411204377571,response
Steve W,2023-04-30 00:44:01.274,Jayson,2023-05-03 14:40:20.570,0.06510104516512426,response
Steve W,2023-04-30 00:44:01.274,Jayson,2023-05-03 14:40:31.390,0.06509482567958452,response
Steve W,2023-04-30 00:44:01.274,Owen X,2023-05-03 14:40:44.284,0.06508741480611734,response
Steve W,2023-04-30 00:44:01.274,Mindy L,2023-05-03 15:47:04.274,0.06283975759438439,response
Steve W,2023-04-30 00:44:01.274,Owen X,2023-05-03 15:48:19.115,0.06279824397713082,response
Steve W,2023-04-30 00:44:01.274,Mason U,2023-05-03 17:53:05.607,0.05878116589432238,response
Steve W,2023-04-30 00:44:01.274,Owen X,2023-05-03 18:50:36.710,0.05701693371752868,response
Jayson,2023-04-30 00:44:42.126,Steve W,2023-04-30 00:56:28.346,0.9937834906401727,response
Jayson,2023-04-30 00:44:42.126,Susan,2023-05-01 14:30:22.860,0.30108739721814337,response
Jayson,2023-04-30 00:44:42.126,Steve W,2023-05-03 13:27:56.446,0.06767114551281149,response
Jayson,2023-04-30 00:44:42.126,Hope R,2023-05-03 13:28:18.819,0.0676577781775633,response
Jayson,2023-04-30 00:44:42.126,Mindy L,2023-05-03 13:31:29.944,0.0675436931099276,response
Jayson,2023-04-30 00:44:42.126,Mary I,2023-05-03 13:31:51.071,0.0675310939347683,response
Jayson,2023-04-30 00:44:42.126,Steve W,2023-05-03 13:43:37.379,0.0671112341091959,response
Jayson,2023-04-30 00:44:42.126,Owen X,2023-05-03 13:46:10.133,0.06702077445051485,response
Jayson,2023-04-30 00:44:42.126,Owen X,2023-05-03 14:39:31.035,0.06515302408374984,response
Jayson,2023-04-30 00:44:42.126,Owen X,2023-05-03 14:39:57.841,0.06513760441012681,response
Jayson,2023-04-30 00:44:42.126,Owen X,2023-05-03 14:40:44.284,0.0651108975404353,response
Jayson,2023-04-30 00:44:42.126,Mindy L,2023-05-03 15:47:04.274,0.0628624294017774,response
Jayson,2023-04-30 00:44:42.126,Owen X,2023-05-03 15:48:19.115,0.06282090080692417,response
Jayson,2023-04-30 00:44:42.126,Mason U,2023-05-03 17:53:05.607,0.05880237341202313,response
Jayson,2023-04-30 00:44:42.126,Owen X,2023-05-03 18:50:36.710,0.05703750472207851,response
Steve W,2023-04-30 00:56:28.346,Susan,2023-05-01 14:30:22.860,0.3029708181448956,response
Steve W,2023-04-30 00:56:28.346,Hope R,2023-05-03 13:28:18.819,0.06808100437850875,response
Steve W,2023-04-30 00:56:28.346,Mindy L,2023-05-03 13:31:29.944,0.06796620566358723,response
Steve W,2023-04-30 00:56:28.346,Mary I,2023-05-03 13:31:51.071,0.06795352767559697,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 13:46:10.133,0.06744001594083797,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 14:39:31.035,0.06556058205573503,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 14:39:57.841,0.06554506592594597,response
Steve W,2023-04-30 00:56:28.346,Jayson,2023-05-03 14:40:20.570,0.06553191256493447,response
Steve W,2023-04-30 00:56:28.346,Jayson,2023-05-03 14:40:31.390,0.06552565191609917,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 14:40:44.284,0.06551819199420623,response
Steve W,2023-04-30 00:56:28.346,Mindy L,2023-05-03 15:47:04.274,0.06325565879674942,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 15:48:19.115,0.0632138704240864,response
Steve W,2023-04-30 00:56:28.346,Mason U,2023-05-03 17:53:05.607,0.05917020554863914,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 18:50:36.710,0.05739429690599533,response
Steve W,2023-04-30 00:56:28.346,Owen X,2023-05-03 18:50:47.028,0.057389068076663635,response
Susan,2023-05-01 14:30:22.860,Steve W,2023-05-03 13:27:56.446,0.2247558221900019,response
Susan,2023-05-01 14:30:22.860,Hope R,2023-05-03 13:28:18.819,0.2247114253292508,response
Susan,2023-05-01 14:30:22.860,Mindy L,2023-05-03 13:31:29.944,0.2243325151899033,response
Susan,2023-05-01 14:30:22.860,Mary I,2023-05-03 13:31:51.071,0.2242906696152439,response
Susan,2023-05-01 14:30:22.860,Steve W,2023-05-03 13:43:37.379,0.22289619136922084,response
Susan,2023-05-01 14:30:22.860,Owen X,2023-05-03 13:46:10.133,0.22259574817725453,response
Susan,2023-05-01 14:30:22.860,Owen X,2023-05-03 14:39:31.035,0.21639239863814447,response
Susan,2023-05-01 14:30:22.860,Owen X,2023-05-03 14:39:57.841,0.21634118535666716,response
Susan,2023-05-01 14:30:22.860,Jayson,2023-05-03 14:40:20.570,0.21629777074303522,response
Susan,2023-05-01 14:30:22.860,Jayson,2023-05-03 14:40:31.390,0.21627710654549429,response
Susan,2023-05-01 14:30:22.860,Owen X,2023-05-03 14:40:44.284,0.21625248396983307,response
Susan,2023-05-01 14:30:22.860,Mindy L,2023-05-03 15:47:04.274,0.20878465848317265,response
Susan,2023-05-01 14:30:22.860,Owen X,2023-05-03 15:48:19.115,0.20864672977796292,response
Susan,2023-05-01 14:30:22.860,Mason U,2023-05-03 17:53:05.607,0.19530001572739267,response
Susan,2023-05-01 14:30:22.860,Owen X,2023-05-03 18:50:36.710,0.18943836656422317,response
Steve W,2023-05-03 13:27:56.446,Hope R,2023-05-03 13:28:18.819,0.9998024662484002,response
Steve W,2023-05-03 13:27:56.446,Mindy L,2023-05-03 13:31:29.944,0.9981165916149627,response
Steve W,2023-05-03 13:27:56.446,Mary I,2023-05-03 13:31:51.071,0.9979304092315583,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 13:46:10.133,0.990389241125325,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 14:39:31.035,0.9627888458222574,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 14:39:57.841,0.9625609839543054,response
Steve W,2023-05-03 13:27:56.446,Jayson,2023-05-03 14:40:20.570,0.9623678204882429,response
Steve W,2023-05-03 13:27:56.446,Jayson,2023-05-03 14:40:31.390,0.9622758798330928,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 14:40:44.284,0.9621663272732468,response
Steve W,2023-05-03 13:27:56.446,Mindy L,2023-05-03 15:47:04.274,0.9289399333409583,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 15:48:19.115,0.9283262508838556,response
Steve W,2023-05-03 13:27:56.446,Mason U,2023-05-03 17:53:05.607,0.8689430770887521,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 18:50:36.710,0.8428630000253233,response
Steve W,2023-05-03 13:27:56.446,Owen X,2023-05-03 18:50:47.028,0.8427862121384647,response
Steve W,2023-05-03 13:27:56.446,Mindy L,2023-05-03 18:51:19.843,0.8425420451766804,response
Hope R,2023-05-03 13:28:18.819,Mindy L,2023-05-03 13:31:29.944,0.9983137922836264,response
Hope R,2023-05-03 13:28:18.819,Mary I,2023-05-03 13:31:51.071,0.998127573115651,response
Hope R,2023-05-03 13:28:18.819,Steve W,2023-05-03 13:43:37.379,0.9919219329530298,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 13:46:10.133,0.990584915079879,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 14:39:31.035,0.9629790666900129,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 14:39:57.841,0.9627511598027584,response
Hope R,2023-05-03 13:28:18.819,Jayson,2023-05-03 14:40:20.570,0.9625579581728531,response
Hope R,2023-05-03 13:28:18.819,Jayson,2023-05-03 14:40:31.390,0.9624659993527322,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 14:40:44.284,0.9623564251482826,response
Hope R,2023-05-03 13:28:18.819,Mindy L,2023-05-03 15:47:04.274,0.9291234665850122,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 15:48:19.115,0.9285096628809612,response
Hope R,2023-05-03 13:28:18.819,Mason U,2023-05-03 17:53:05.607,0.8691147565871915,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 18:50:36.710,0.8430295268104637,response
Hope R,2023-05-03 13:28:18.819,Owen X,2023-05-03 18:50:47.028,0.8429527237524088,response
Hope R,2023-05-03 13:28:18.819,Mindy L,2023-05-03 18:51:19.843,0.8427085085498794,response
Mindy L,2023-05-03 13:31:29.944,Mary I,2023-05-03 13:31:51.071,0.999813466297456,response
Mindy L,2023-05-03 13:31:29.944,Steve W,2023-05-03 13:43:37.379,0.9935973444622304,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 13:46:10.133,0.9922580682912657,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 14:39:31.035,0.9646055920826397,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 14:39:57.841,0.964377300247932,response
Mindy L,2023-05-03 13:31:29.944,Jayson,2023-05-03 14:40:20.570,0.9641837722896901,response
Mindy L,2023-05-03 13:31:29.944,Jayson,2023-05-03 14:40:31.390,0.9640916581459895,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 14:40:44.284,0.9639818988645925,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 15:48:19.115,0.9300779675266336,response
Mindy L,2023-05-03 13:31:29.944,Mason U,2023-05-03 17:53:05.607,0.870582739920988,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 18:50:36.710,0.8444534507352117,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 18:50:47.028,0.844376517952505,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 18:51:37.606,0.8439995010586864,response
Mindy L,2023-05-03 13:31:29.944,Robert,2023-05-03 18:51:50.144,0.8439060667445442,response
Mindy L,2023-05-03 13:31:29.944,Owen X,2023-05-03 18:52:12.754,0.8437376011161335,response
Mary I,2023-05-03 13:31:51.071,Steve W,2023-05-03 13:43:37.379,0.9937827184322237,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 13:46:10.133,0.9924431923945076,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 14:39:31.035,0.9647855571047674,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 14:39:57.841,0.9645572226779936,response
Mary I,2023-05-03 13:31:51.071,Jayson,2023-05-03 14:40:20.570,0.9643636586135301,response
Mary I,2023-05-03 13:31:51.071,Jayson,2023-05-03 14:40:31.390,0.9642715272842315,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 14:40:44.284,0.9641617475252097,response
Mary I,2023-05-03 13:31:51.071,Mindy L,2023-05-03 15:47:04.274,0.9308664459441364,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 15:48:19.115,0.9302514907815062,response
Mary I,2023-05-03 13:31:51.071,Mason U,2023-05-03 17:53:05.607,0.8707451632402594,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 18:50:36.710,0.8446109991520929,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 18:50:47.028,0.844534052016152,response
Mary I,2023-05-03 13:31:51.071,Mindy L,2023-05-03 18:51:19.843,0.8442893786806914,response
Mary I,2023-05-03 13:31:51.071,Owen X,2023-05-03 18:51:37.606,0.8441569647828555,response
Mary I,2023-05-03 13:31:51.071,Robert,2023-05-03 18:51:50.144,0.8440635130368132,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 13:46:10.133,0.9986520936489727,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 14:39:31.035,0.9708214272701364,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 14:39:57.841,0.970591664342548,response
Steve W,2023-05-03 13:43:37.379,Jayson,2023-05-03 14:40:20.570,0.9703968893068451,response
Steve W,2023-05-03 13:43:37.379,Jayson,2023-05-03 14:40:31.390,0.9703041815875522,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 14:40:44.284,0.9701937150268184,response
Steve W,2023-05-03 13:43:37.379,Mindy L,2023-05-03 15:47:04.274,0.9366901121128943,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 15:48:19.115,0.936071309681312,response
Steve W,2023-05-03 13:43:37.379,Mason U,2023-05-03 17:53:05.607,0.8761926999635631,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 18:50:36.710,0.849895035893297,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 18:50:47.028,0.8498176073623779,response
Steve W,2023-05-03 13:43:37.379,Mindy L,2023-05-03 18:51:19.843,0.8495714033069818,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 18:51:37.606,0.849438161004233,response
Steve W,2023-05-03 13:43:37.379,Robert,2023-05-03 18:51:50.144,0.8493441246074341,response
Steve W,2023-05-03 13:43:37.379,Owen X,2023-05-03 18:52:12.754,0.8491745734010531,response
Owen X,2023-05-03 13:46:10.133,Jayson,2023-05-03 14:40:20.570,0.97170665888369,response
Owen X,2023-05-03 13:46:10.133,Jayson,2023-05-03 14:40:31.390,0.9716138260344099,response
Owen X,2023-05-03 13:46:10.133,Mindy L,2023-05-03 15:47:04.274,0.9379543867878196,response
Owen X,2023-05-03 13:46:10.133,Mason U,2023-05-03 17:53:05.607,0.8773753197292609,response
Owen X,2023-05-03 13:46:10.133,Mindy L,2023-05-03 18:51:19.843,0.8507180916256178,response
Owen X,2023-05-03 13:46:10.133,Robert,2023-05-03 18:51:50.144,0.8504905061621786,response
Owen X,2023-05-03 13:46:10.133,Mindy L,2023-05-03 18:52:43.140,0.8500926089124093,response
Owen X,2023-05-03 13:46:10.133,Mary I,2023-05-03 18:54:26.412,0.8493177710836948,response
Owen X,2023-05-03 13:46:10.133,Mary I,2023-05-03 19:23:46.795,0.8362179197887402,response
Owen X,2023-05-03 13:46:10.133,Steve W,2023-05-03 19:27:31.029,0.8345638606080418,response
Owen X,2023-05-03 13:46:10.133,Jayson,2023-05-03 19:28:05.847,0.8343073197023759,response
Owen X,2023-05-03 13:46:10.133,Robert,2023-05-04 00:12:20.318,0.7176708896032016,response
Owen X,2023-05-03 13:46:10.133,Mindy L,2023-05-04 00:17:12.604,0.7158210544825294,response
Owen X,2023-05-03 13:46:10.133,Jayson,2023-05-04 00:27:54.844,0.7117731435100939,response
Owen X,2023-05-03 13:46:10.133,Mary I,2023-05-04 00:28:18.950,0.7116216547133294,response
Owen X,2023-05-03 14:39:31.035,Jayson,2023-05-03 14:40:20.570,0.9995627023143844,response
Owen X,2023-05-03 14:39:31.035,Jayson,2023-05-03 14:40:31.390,0.9994672082135242,response
Owen X,2023-05-03 14:39:31.035,Mindy L,2023-05-03 15:47:04.274,0.9648428493660093,response
Owen X,2023-05-03 14:39:31.035,Mason U,2023-05-03 17:53:05.607,0.902527154172255,response
Owen X,2023-05-03 14:39:31.035,Mindy L,2023-05-03 18:51:19.843,0.875105739781518,response
Owen X,2023-05-03 14:39:31.035,Robert,2023-05-03 18:51:50.144,0.8748716300954691,response
Owen X,2023-05-03 14:39:31.035,Mindy L,2023-05-03 18:52:43.140,0.8744623262725647,response
Owen X,2023-05-03 14:39:31.035,Mary I,2023-05-03 18:54:26.412,0.8736652760652365,response
Owen X,2023-05-03 14:39:31.035,Mary I,2023-05-03 19:23:46.795,0.8601898895989709,response
Owen X,2023-05-03 14:39:31.035,Steve W,2023-05-03 19:27:31.029,0.858488413284765,response
Owen X,2023-05-03 14:39:31.035,Jayson,2023-05-03 19:28:05.847,0.858224518086994,response
Owen X,2023-05-03 14:39:31.035,Robert,2023-05-04 00:12:20.318,0.738244456005122,response
Owen X,2023-05-03 14:39:31.035,Mindy L,2023-05-04 00:17:12.604,0.736341591416153,response
Owen X,2023-05-03 14:39:31.035,Jayson,2023-05-04 00:27:54.844,0.7321776384439835,response
Owen X,2023-05-03 14:39:31.035,Mary I,2023-05-04 00:28:18.950,0.7320218068978271,response
Owen X,2023-05-03 14:39:57.841,Jayson,2023-05-03 14:40:20.570,0.9997993233994702,response
Owen X,2023-05-03 14:39:57.841,Jayson,2023-05-03 14:40:31.390,0.9997038066928068,response
Owen X,2023-05-03 14:39:57.841,Mindy L,2023-05-03 15:47:04.274,0.9650712514076477,response
Owen X,2023-05-03 14:39:57.841,Mason U,2023-05-03 17:53:05.607,0.9027408045556129,response
Owen X,2023-05-03 14:39:57.841,Mindy L,2023-05-03 18:51:19.843,0.8753128988414073,response
Owen X,2023-05-03 14:39:57.841,Robert,2023-05-03 18:51:50.144,0.8750787337358357,response
Owen X,2023-05-03 14:39:57.841,Mindy L,2023-05-03 18:52:43.140,0.8746693330206458,response
Owen X,2023-05-03 14:39:57.841,Mary I,2023-05-03 18:54:26.412,0.8738720941319228,response
Owen X,2023-05-03 14:39:57.841,Mary I,2023-05-03 19:23:46.795,0.8603935177101294,response
Owen X,2023-05-03 14:39:57.841,Steve W,2023-05-03 19:27:31.029,0.8586916386146165,response
Owen X,2023-05-03 14:39:57.841,Jayson,2023-05-03 19:28:05.847,0.8584276809463591,response
Owen X,2023-05-03 14:39:57.841,Robert,2023-05-04 00:12:20.318,0.7384192166317781,response
Owen X,2023-05-03 14:39:57.841,Mindy L,2023-05-04 00:17:12.604,0.7365159015879424,response
Owen X,2023-05-03 14:39:57.841,Jayson,2023-05-04 00:27:54.844,0.7323509629056537,response
Owen X,2023-05-03 14:39:57.841,Mary I,2023-05-04 00:28:18.950,0.7321950944703363,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 14:40:44.284,0.9997906276470323,response
Jayson,2023-05-03 14:40:20.570,Mindy L,2023-05-03 15:47:04.274,0.965264957497929,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 15:48:19.115,0.9646272777625536,response
Jayson,2023-05-03 14:40:20.570,Mason U,2023-05-03 17:53:05.607,0.9029219998730911,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 18:50:36.710,0.8758220942983209,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 18:50:47.028,0.875742303718021,response
Jayson,2023-05-03 14:40:20.570,Mindy L,2023-05-03 18:51:19.843,0.8754885889152335,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 18:51:37.606,0.875351281897644,response
Jayson,2023-05-03 14:40:20.570,Robert,2023-05-03 18:51:50.144,0.8752543768087725,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 18:52:12.754,0.8750796532412823,response
Jayson,2023-05-03 14:40:20.570,Mindy L,2023-05-03 18:52:43.140,0.8748448939199485,response
Jayson,2023-05-03 14:40:20.570,Mary I,2023-05-03 18:54:26.412,0.8740474950119234,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 18:54:26.635,0.8740457739382763,response
Jayson,2023-05-03 14:40:20.570,Owen X,2023-05-03 18:58:29.262,0.8721752289370441,response
Jayson,2023-05-03 14:40:20.570,Mary I,2023-05-03 19:23:46.795,0.8605662132123276,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 14:40:44.284,0.9998861526490043,response
Jayson,2023-05-03 14:40:31.390,Mindy L,2023-05-03 15:47:04.274,0.9653571837445237,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 15:48:19.115,0.964719443082034,response
Jayson,2023-05-03 14:40:31.390,Mason U,2023-05-03 17:53:05.607,0.9030082695613971,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 18:50:36.710,0.8759057747259739,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 18:50:47.028,0.8758259765220825,response
Jayson,2023-05-03 14:40:31.390,Mindy L,2023-05-03 18:51:19.843,0.8755722374781125,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 18:51:37.606,0.8754349173415231,response
Jayson,2023-05-03 14:40:31.390,Robert,2023-05-03 18:51:50.144,0.8753380029938543,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 18:52:12.754,0.8751632627323997,response
Jayson,2023-05-03 14:40:31.390,Mindy L,2023-05-03 18:52:43.140,0.8749284809809851,response
Jayson,2023-05-03 14:40:31.390,Mary I,2023-05-03 18:54:26.412,0.8741310058854761,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 18:54:26.635,0.874129284647389,response
Jayson,2023-05-03 14:40:31.390,Owen X,2023-05-03 18:58:29.262,0.8722585609249226,response
Jayson,2023-05-03 14:40:31.390,Mary I,2023-05-03 19:23:46.795,0.8606484360167239,response
Owen X,2023-05-03 14:40:44.284,Mindy L,2023-05-03 15:47:04.274,0.9654670996162885,response
Owen X,2023-05-03 14:40:44.284,Mason U,2023-05-03 17:53:05.607,0.9031110863662348,response
Owen X,2023-05-03 14:40:44.284,Mindy L,2023-05-03 18:51:19.843,0.8756719304077307,response
Owen X,2023-05-03 14:40:44.284,Robert,2023-05-03 18:51:50.144,0.8754376692534607,response
Owen X,2023-05-03 14:40:44.284,Mindy L,2023-05-03 18:52:43.140,0.8750281006122866,response
Owen X,2023-05-03 14:40:44.284,Mary I,2023-05-03 18:54:26.412,0.8742305347160131,response
Owen X,2023-05-03 14:40:44.284,Mary I,2023-05-03 19:23:46.795,0.8607464297176263,response
Owen X,2023-05-03 14:40:44.284,Steve W,2023-05-03 19:27:31.029,0.8590438525536647,response
Owen X,2023-05-03 14:40:44.284,Jayson,2023-05-03 19:28:05.847,0.8587797866165412,response
Owen X,2023-05-03 14:40:44.284,Robert,2023-05-04 00:12:20.318,0.7387220978166681,response
Owen X,2023-05-03 14:40:44.284,Mindy L,2023-05-04 00:17:12.604,0.7368180020803712,response
Owen X,2023-05-03 14:40:44.284,Jayson,2023-05-04 00:27:54.844,0.7326513550438919,response
Owen X,2023-05-03 14:40:44.284,Mary I,2023-05-04 00:28:18.950,0.7324954226752215,response
Owen X,2023-05-03 14:40:44.284,Mindy L,2023-05-04 11:44:19.550,0.5119912755991424,response
Owen X,2023-05-03 14:40:44.284,Mason U,2023-05-04 11:46:53.827,0.5112942833406665,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 15:48:19.115,0.9993393733705735,response
Mindy L,2023-05-03 15:47:04.274,Mason U,2023-05-03 17:53:05.607,0.9354136321425802,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 18:50:36.710,0.9073385369427959,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 18:50:47.028,0.9072558750998686,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 18:51:37.606,0.9068507823661692,response
Mindy L,2023-05-03 15:47:04.274,Robert,2023-05-03 18:51:50.144,0.9067503901493807,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 18:52:12.754,0.9065693791573904,response
Mindy L,2023-05-03 15:47:04.274,Mary I,2023-05-03 18:54:26.412,0.9055000787323192,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 18:54:26.635,0.9054982957258673,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 18:58:29.262,0.9035604391956966,response
Mindy L,2023-05-03 15:47:04.274,Mary I,2023-05-03 19:23:46.795,0.891533673244503,response
Mindy L,2023-05-03 15:47:04.274,Steve W,2023-05-03 19:27:31.029,0.8897701981715168,response
Mindy L,2023-05-03 15:47:04.274,Jayson,2023-05-03 19:28:05.847,0.889496687103943,response
Mindy L,2023-05-03 15:47:04.274,Owen X,2023-05-03 19:32:40.498,0.8873421251083472,response
Mindy L,2023-05-03 15:47:04.274,Robert,2023-05-04 00:12:20.318,0.765144765792913,response
Owen X,2023-05-03 15:48:19.115,Mason U,2023-05-03 17:53:05.607,0.9360319998076485,response
Owen X,2023-05-03 15:48:19.115,Mindy L,2023-05-03 18:51:19.843,0.9075926102213523,response
Owen X,2023-05-03 15:48:19.115,Robert,2023-05-03 18:51:50.144,0.9073498095958048,response
Owen X,2023-05-03 15:48:19.115,Mindy L,2023-05-03 18:52:43.140,0.9069253110373836,response
Owen X,2023-05-03 15:48:19.115,Mary I,2023-05-03 18:54:26.412,0.906098671643695,response
Owen X,2023-05-03 15:48:19.115,Mary I,2023-05-03 19:23:46.795,0.8921230334771427,response
Owen X,2023-05-03 15:48:19.115,Steve W,2023-05-03 19:27:31.029,0.8903583926354252,response
Owen X,2023-05-03 15:48:19.115,Jayson,2023-05-03 19:28:05.847,0.89008470075971,response
Owen X,2023-05-03 15:48:19.115,Robert,2023-05-04 00:12:20.318,0.7656505749515616,response
Owen X,2023-05-03 15:48:19.115,Mindy L,2023-05-04 00:17:12.604,0.7636770696245011,response
Owen X,2023-05-03 15:48:19.115,Jayson,2023-05-04 00:27:54.844,0.7593585367032181,response
Owen X,2023-05-03 15:48:19.115,Mary I,2023-05-04 00:28:18.950,0.7591969201655798,response
Owen X,2023-05-03 15:48:19.115,Mindy L,2023-05-04 11:44:19.550,0.5306547830249864,response
Owen X,2023-05-03 15:48:19.115,Mason U,2023-05-04 11:46:53.827,0.5299323834581994,response
Owen X,2023-05-03 15:48:19.115,Steve W,2023-05-04 12:00:57.324,0.5260000742033872,response
Mason U,2023-05-03 17:53:05.607,Owen X,2023-05-03 18:50:36.710,0.9699864378334129,response
Mason U,2023-05-03 17:53:05.607,Owen X,2023-05-03 18:50:47.028,0.9698980685387107,response
